sub_ID,Q6_consent,Q8_covid_info,Q9_covid_knowledge,Q10_rank_attention_to_news,Q13_1_trust_doctor_news,Q13_trust_hospital_news,Q13_trust_cdc_news,Q13_trust_government_news,Q14_confidence_us_government,Q16_Belief_scientists_understand_covid,Q17_concerned_outbreak,Q18_likely_to_catch_covid,Q20_ability_to_protect_self,Q21_expected_symptom_severity,Q101_confidence_in_authority,Q23_risk_exaggerated,Q27_wearing_mask,Q35_take_vaccine_,Q40_age,Q40_age_bin,Q41_gender,Q74_education,Q84_community,Q43_health_1_5_,Q39_flu_vaccine,Q44_contact_covid,Q85_pre_exisiting_conditions,Q92_friends_family_preexisiting_conditions
537,1, A moderate amount, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,5,7,A lot,53,66,3,29,strongly disagree,sick people,definitely,62,60-64,f,highschool graduate,suburb,3,FALSE,no,no,yes
538,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,3,5,A little,66,71,3,20,strongly disagree,sick people,probably,30,30-34,f, 4 year degree,suburb,3,TRUE,yes,yes,yes
539,1,A lot, A moderate amount,4,FALSE,FALSE,FALSE,FALSE,2,5,A little,10,69,3,10,strongly agree,no one/no mask evidence,definitely,33,30-34,f,2 year degree,large city,3,TRUE,no,no,no
540,1,A lot, A moderate amount,6,FALSE,FALSE,FALSE,FALSE,5,7,A little,46,73,2,54,somewhat disagree,sick people,probably,27,25-29,f, 4 year degree,small city/town,4,TRUE,no,no,yes
546,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,5,5, A moderate amount,50,95,5,40,strongly disagree,everyone,definitely,20,20-24,f,some college,suburb,4,FALSE,unsure,yes,yes
547,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,2,8,A little,60,100,3,30,strongly disagree,everyone,definitely,19,18-19,f,some college,suburb,4,FALSE,unsure,no,yes
552,1,A lot,A little,7,TRUE,TRUE,TRUE,FALSE,3,7,A lot,30,90,2,20,strongly disagree,sick people,unsure,22,20-24,m,some college,suburb,3,FALSE,yes,no,no
564,1,A lot,A little,9,TRUE,FALSE,FALSE,FALSE,6,4,A lot,64,60,3,40,strongly disagree,sick people,definitely,28,25-29,f,some college,suburb,4,TRUE,no,no,yes
572,1,A lot,A little,6,FALSE,FALSE,FALSE,FALSE,4,6,A lot,70,100,3,10,somewhat disagree,everyone,definitely,18,18-19,f,highschool graduate,suburb,4,Unsure,yes,yes,unsure
573,1,A lot, A moderate amount,4,FALSE,FALSE,FALSE,TRUE,5,8, A moderate amount,25,80,3,75,strongly agree,sick people,probably,18,18-19,f,some college,small city/town,3,TRUE,unsure,no,no
577,1, A moderate amount,A little,6,TRUE,TRUE,TRUE,FALSE,3,6,A lot,20,85,3,45,somewhat disagree,sick people,probably,18,18-19,m,highschool graduate,small city/town,4,TRUE,no,no,unsure
579,1,A lot, A moderate amount,6,FALSE,TRUE,TRUE,TRUE,8,7, A moderate amount,5,100,3,75,strongly disagree,sick people,probably_not,22,20-24,f,2 year degree,suburb,5,FALSE,no,no,yes
580,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,5,7,A lot,89,79,2,50,strongly disagree,sick people,probably,18,18-19,m,some college,suburb,3,FALSE,unsure,no,prefer not to say
581,1,A lot, A moderate amount,7,FALSE,FALSE,FALSE,TRUE,8,10,A lot,50,85,2,75,somewhat disagree,sick people,definitely,19,18-19,f,some college,small city/town,4,FALSE,no,no,unsure
583,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,2,8,A lot,78,71,2,10,strongly disagree,no one/no mask evidence,definitely,19,18-19,f,some college,small city/town,4,TRUE,unsure,no,no
586,1,A lot,A little,7,FALSE,TRUE,TRUE,FALSE,3,5, A moderate amount,30,70,2,50,somewhat disagree,everyone,unsure,23,20-24,m,some college,suburb,3,FALSE,no,no,no
587,1, A moderate amount,A little,5,FALSE,FALSE,FALSE,FALSE,4,8,A lot,30,72,2,49,somewhat disagree,everyone,definitely,24,20-24,m,some college,large city,3,FALSE,no,no,yes
588,1,A lot, A moderate amount,7,TRUE,FALSE,TRUE,FALSE,4,7,A lot,56,55,3,47,somewhat disagree,sick people,definitely,22,20-24,f,some college,large city,3,FALSE,yes,no,yes
595,1, A moderate amount, A moderate amount,7,TRUE,TRUE,FALSE,FALSE,7,9,A lot,72,100,3,81,strongly agree,everyone,definitely,22,20-24,m,2 year degree,small city/town,5,TRUE,yes,no,yes
596,1,A lot, A moderate amount,5,FALSE,FALSE,TRUE,FALSE,2,6,A little,55,86,5,30,strongly disagree,sick people,definitely,20,20-24,f,some college,small city/town,3,TRUE,no,yes,yes
597,1,A lot,A lot,7,FALSE,FALSE,FALSE,FALSE,3,8, A moderate amount,3,96,1,75,strongly agree,sick people,definitely,24,20-24,f,some college,small city/town,4,Unsure,no,no,unsure
598,1,A lot,A little,5,FALSE,FALSE,TRUE,FALSE,2,3,A lot,51,86,3,16,somewhat disagree,sick people,definitely,24,20-24,f,some college,suburb,3,TRUE,no,no,no
600,1,A lot, A moderate amount,8,FALSE,FALSE,FALSE,FALSE,3,7, A moderate amount,60,75,3,40,somewhat disagree,everyone,definitely,21,20-24,m,some college,small city/town,1,FALSE,unsure,yes,yes
601,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,4,5, A moderate amount,20,65,2,17,strongly disagree,everyone,definitely,19,18-19,f,some college,small city/town,4,TRUE,no,no,yes
602,1, A moderate amount, A moderate amount,7,FALSE,FALSE,FALSE,TRUE,5,6,A lot,15,52,3,39,somewhat disagree,everyone,unsure,19,18-19,m,highschool graduate,small city/town,3,TRUE,no,no,no
605,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,0,6, A moderate amount,70,51,3,19,strongly disagree,sick people,defintely not,42,40-44,f,some college,small city/town,4,TRUE,yes,no,yes
609,1,A lot,A little,5,FALSE,FALSE,FALSE,FALSE,1,5, A moderate amount,50,100,3,15,strongly disagree,sick people,definitely,18,18-19,f,some college,small city/town,2,TRUE,no,no,yes
611,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,1,8, A moderate amount,0,100,1,54,strongly disagree,sick people,definitely,19,18-19,f,some college,suburb,3,TRUE,no,no,no
615,1,A lot,A little,5,FALSE,FALSE,TRUE,FALSE,1,3,A lot,90,90,3,20,strongly disagree,sick people,definitely,21,20-24,f,2 year degree,large city,2,FALSE,no,no,unsure
616,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,4,7,A little,20,87,2,100,strongly disagree,sick people,definitely,19,18-19,f,some college,suburb,4,TRUE,unsure,no,yes
621,1,A lot, A moderate amount,9,FALSE,FALSE,FALSE,FALSE,8,5,A lot,45,90,2,81,strongly disagree,NA,probably,20,20-24,f,some college,suburb,5,TRUE,no,no,no
622,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,4,5, A moderate amount,60,100,5,40,strongly disagree,sick people,definitely,19,18-19,m,less than highschool,suburb,2,TRUE,unsure,yes,yes
623,1,A lot,A little,8,FALSE,TRUE,TRUE,FALSE,3,5, A moderate amount,30,75,4,35,strongly disagree,sick people,definitely,19,18-19,m,some college,suburb,4,TRUE,unsure,yes,unsure
624,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,8,7, A moderate amount,75,90,3,50,somewhat disagree,everyone,definitely,28,25-29,m,some college,small city/town,3,FALSE,no,yes,yes
626,1,A lot, A moderate amount,7,FALSE,FALSE,FALSE,FALSE,7,7,A lot,80,70,2,50,strongly disagree,sick people,definitely,18,18-19,f,some college,suburb,5,TRUE,no,no,no
627,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,3,7,A lot,90,90,3,20,strongly disagree,sick people,probably,22,20-24,f,some college,large city,2,Unsure,yes,unsure,yes
628,1,A lot, A moderate amount,10,FALSE,FALSE,TRUE,FALSE,7,6,A lot,30,80,3,0,strongly disagree,sick people,definitely,18,18-19,m,highschool graduate,small city/town,5,FALSE,no,no,yes
629,1,A lot,A lot,9,FALSE,FALSE,TRUE,TRUE,6,5,A little,31,100,3,25,strongly disagree,sick people,definitely,26,25-29,f,2 year degree,small city/town,4,TRUE,unsure,no,yes
631,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,5,3, A moderate amount,50,100,5,35,strongly disagree,sick people,probably,18,18-19,f,some college,suburb,2,TRUE,no,yes,yes
642,1, A moderate amount,A little,7,FALSE,FALSE,FALSE,FALSE,5,4,A lot,3,85,3,56,strongly agree,everyone,definitely,19,18-19,f,highschool graduate,suburb,5,FALSE,unsure,yes,unsure
645,1,A lot,A little,4,FALSE,FALSE,TRUE,FALSE,2,5, A moderate amount,30,70,4,50,strongly disagree,everyone,definitely,18,18-19,f,some college,small city/town,2,TRUE,yes,no,unsure
648,1,A lot,A lot,10,TRUE,FALSE,TRUE,FALSE,6,10, A moderate amount,38,100,3,31,strongly disagree,everyone,probably,27,25-29,m, 4 year degree,rural area,5,FALSE,no,no,unsure
649,1,A lot, A moderate amount,4,FALSE,FALSE,TRUE,FALSE,7,8, A moderate amount,40,40,2,60,strongly disagree,everyone,definitely,19,18-19,f,some college,suburb,3,TRUE,no,no,yes
650,1,A lot,A little,6,FALSE,TRUE,TRUE,FALSE,3,7, A moderate amount,50,72,2,51,strongly disagree,sick people,unsure,24,20-24,f, 4 year degree,suburb,2,TRUE,no,no,no
654,1, A moderate amount, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,2,6, A moderate amount,25,75,3,50,strongly disagree,sick people,definitely,39,35-39,f,doctorate,small city/town,5,TRUE,no,no,unsure
655,1, A moderate amount, A moderate amount,5,FALSE,FALSE,TRUE,FALSE,5,7,Not at all,20,93,2,70,somewhat disagree,sick people,definitely,22,20-24,f,some college,small city/town,3,TRUE,unsure,no,yes
659,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,5,5,A lot,20,100,3,20,strongly disagree,sick people,definitely,19,18-19,f,some college,small city/town,4,FALSE,no,no,no
660,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,1,7,Not at all,60,100,2,82,strongly disagree,sick people,definitely,22,20-24,f,professional degree,small city/town,4,TRUE,no,no,yes
662,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,7,6, A moderate amount,51,80,3,60,strongly disagree,sick people,definitely,54,50-54,f,some college,large city,4,TRUE,no,no,yes
663,1, A moderate amount, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,5,5,A lot,30,70,4,50,somewhat disagree,sick people,probably,64,60-64,f,some college,small city/town,3,TRUE,no,yes,yes
664,1,A lot, A moderate amount,8,FALSE,FALSE,FALSE,FALSE,3,6, A moderate amount,29,71,3,21,strongly disagree,sick people,definitely,62,60-64,f,professional degree,suburb,3,TRUE,unsure,no,yes
665,1,A lot, A moderate amount,8,FALSE,FALSE,FALSE,FALSE,4,3,A lot,27,90,3,30,somewhat disagree,everyone,definitely,24,20-24,f,some college,small city/town,3,TRUE,unsure,no,yes
666,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,5,6,A lot,59,45,3,60,strongly disagree,sick people,definitely,20,20-24,f, 4 year degree,suburb,4,TRUE,no,no,yes
667,1,A lot, A moderate amount,8,TRUE,FALSE,TRUE,FALSE,6,7, A moderate amount,10,89,3,47,strongly disagree,everyone,definitely,20,20-24,f,some college,small city/town,4,TRUE,no,no,yes
674,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,1,9,A lot,70,87,3,63,strongly disagree,no one/no mask evidence,definitely,23,20-24,f,some college,large city,4,TRUE,unsure,no,yes
675,1,A lot, A moderate amount,8,TRUE,TRUE,TRUE,FALSE,2,7,A lot,10,89,3,59,somewhat disagree,everyone,definitely,24,20-24,f,some college,suburb,4,TRUE,no,no,yes
676,1,A lot, A moderate amount,8,TRUE,TRUE,TRUE,FALSE,4,8, A moderate amount,50,100,2,70,somewhat disagree,sick people,definitely,22,20-24,f,highschool graduate,suburb,4,TRUE,no,no,no
677,1,A lot, A moderate amount,5,TRUE,TRUE,TRUE,FALSE,4,6,A lot,20,41,2,41,somewhat disagree,everyone,definitely,24,20-24,f, 4 year degree,suburb,4,FALSE,no,no,no
678,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,3,8,A lot,24,86,4,71,strongly disagree,sick people,probably,24,20-24,f, 4 year degree,small city/town,3,FALSE,no,no,no
681,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,2,9, A moderate amount,75,100,2,50,somewhat disagree,sick people,definitely,22,20-24,f,some college,suburb,3,TRUE,unsure,unsure,yes
682,1, A moderate amount,A little,5,FALSE,FALSE,TRUE,FALSE,6,6,A lot,50,100,3,37,somewhat disagree,sick people,definitely,18,18-19,f,some college,suburb,4,FALSE,no,no,yes
683,1, A moderate amount, A moderate amount,9,FALSE,TRUE,TRUE,FALSE,7,6, A moderate amount,70,88,3,55,strongly disagree,sick people,definitely,18,18-19,f,some college,suburb,4,FALSE,no,yes,yes
690,1, A moderate amount, A moderate amount,4,TRUE,TRUE,FALSE,FALSE,2,3, A moderate amount,8,77,2,31,somewhat disagree,sick people,probably,19,18-19,f,some college,suburb,4,TRUE,unsure,no,prefer not to say
698,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,7,4,A lot,82,60,3,30,strongly disagree,sick people,definitely,24,20-24,f,some college,suburb,4,TRUE,unsure,no,yes
704,1, A moderate amount,A little,6,FALSE,FALSE,FALSE,TRUE,5,8,A lot,29,80,3,59,strongly disagree,sick people,probably,22,20-24,m,highschool graduate,suburb,2,FALSE,unsure,no,unsure
705,1, A moderate amount,A little,6,FALSE,FALSE,FALSE,FALSE,5,5,A lot,62,71,3,40,somewhat disagree,everyone,definitely,19,18-19,f,2 year degree,suburb,3,FALSE,unsure,no,no
706,1, A moderate amount,A little,7,FALSE,FALSE,FALSE,FALSE,1,5, A moderate amount,58,100,3,47,strongly disagree,sick people,unsure,19,18-19,f,some college,suburb,3,Unsure,no,no,unsure
710,1,A lot, A moderate amount,8,FALSE,FALSE,FALSE,FALSE,5,5, A moderate amount,25,90,3,70,somewhat disagree,everyone,probably,22,20-24,m,highschool graduate,small city/town,3,FALSE,unsure,no,no
713,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,8,6, A moderate amount,40,80,3,60,somewhat disagree,everyone,definitely,18,18-19,f,some college,small city/town,4,TRUE,no,no,no
715,1, A moderate amount, A moderate amount,5,FALSE,FALSE,FALSE,FALSE,4,5,A lot,25,60,2,27,strongly disagree,sick people,definitely,21,20-24,f, 4 year degree,rural area,4,TRUE,no,no,yes
716,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,6,4,A lot,50,65,2,55,strongly disagree,sick people,definitely,24,20-24,f, 4 year degree,small city/town,4,TRUE,unsure,no,yes
717,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,7,4,A lot,57,70,3,30,strongly disagree,sick people,definitely,19,18-19,f,some college,suburb,5,TRUE,no,no,yes
723,1,A lot,A lot,7,TRUE,FALSE,TRUE,FALSE,5,6, A moderate amount,70,100,3,70,somewhat disagree,everyone,definitely,21,20-24,m,some college,large city,5,FALSE,yes,no,yes
731,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,1,4, A moderate amount,68,64,3,50,strongly disagree,sick people,definitely,19,18-19,f,some college,rural area,5,TRUE,no,no,yes
732,1, A moderate amount, A moderate amount,4,TRUE,FALSE,TRUE,FALSE,0,1, A moderate amount,44,64,2,33,strongly disagree,everyone,definitely,19,18-19,m,some college,suburb,2,TRUE,yes,no,yes
734,1,A lot,A lot,7,FALSE,TRUE,FALSE,FALSE,4,4,A lot,50,70,2,69,somewhat disagree,everyone,definitely,19,18-19,f,some college,suburb,4,TRUE,no,no,yes
739,1,A lot, A moderate amount,10,FALSE,FALSE,TRUE,FALSE,5,5,A lot,61,100,2,60,strongly disagree,everyone,definitely,18,18-19,f,some college,small city/town,3,FALSE,unsure,yes,unsure
740,1, A moderate amount, A moderate amount,5,FALSE,FALSE,TRUE,FALSE,8,6,A lot,50,90,3,78,strongly disagree,sick people,definitely,47,45-49,f, 4 year degree,rural area,3,TRUE,no,no,yes
741,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,4,6,A little,30,70,2,70,strongly disagree,everyone,definitely,59,55-59,m,professional degree,small city/town,5,TRUE,no,no,yes
746,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,4,4,A lot,50,60,3,30,somewhat disagree,sick people,definitely,24,20-24,f,some college,suburb,4,TRUE,unsure,no,no
747,1,A lot, A moderate amount,9,TRUE,FALSE,TRUE,FALSE,5,8,A lot,37,94,4,41,strongly disagree,sick people,definitely,78,75-79,f,some college,small city/town,4,TRUE,no,yes,yes
748,1,A lot, A moderate amount,6,FALSE,FALSE,FALSE,FALSE,5,7,A lot,50,70,3,71,somewhat disagree,sick people,probably,47,45-49,f,professional degree,small city/town,5,TRUE,unsure,no,unsure
749,1, A moderate amount,A little,4,FALSE,FALSE,FALSE,FALSE,5,5,A lot,30,40,3,30,strongly disagree,everyone,probably,20,20-24,f,some college,small city/town,3,FALSE,no,no,no
754,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,7,5, A moderate amount,33,79,4,43,strongly disagree,everyone,probably,44,40-44,f, 4 year degree,small city/town,4,FALSE,unsure,yes,no
755,1,A lot, A moderate amount,8,FALSE,TRUE,TRUE,FALSE,0,3,A little,35,77,3,17,somewhat disagree,everyone,definitely,32,30-34,m,2 year degree,suburb,4,FALSE,no,no,yes
758,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,5,5, A moderate amount,60,62,3,57,strongly disagree,everyone,definitely,48,45-49,f,professional degree,small city/town,3,TRUE,yes,yes,yes
760,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,6,5, A moderate amount,30,60,4,50,somewhat disagree,everyone,unsure,24,20-24,f,highschool graduate,small city/town,3,FALSE,no,yes,yes
765,1,A lot, A moderate amount,4,FALSE,FALSE,FALSE,FALSE,3,3, A moderate amount,31,100,4,11,strongly disagree,everyone,unsure,24,20-24,f, 4 year degree,large city,3,FALSE,no,no,yes
769,1,A lot,A little,7,FALSE,FALSE,TRUE,FALSE,0,3,A little,18,66,2,13,somewhat disagree,sick people,defintely not,25,25-29,f, 4 year degree,large city,3,FALSE,no,yes,yes
774,1, A moderate amount, A moderate amount,7,FALSE,FALSE,FALSE,FALSE,5,4,A lot,15,40,3,60,somewhat disagree,everyone,probably,21,20-24,m,some college,rural area,4,FALSE,no,no,yes
775,1, A moderate amount,A little,4,TRUE,FALSE,FALSE,FALSE,6,7, A moderate amount,30,70,4,50,somewhat disagree,everyone,unsure,18,18-19,f,highschool graduate,large city,3,FALSE,no,unsure,yes
776,1,A lot, A moderate amount,5,FALSE,FALSE,TRUE,FALSE,5,5,A little,55,100,3,70,somewhat disagree,sick people,probably,22,20-24,f,some college,suburb,3,TRUE,no,yes,yes
779,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,6,7,A lot,62,80,3,50,strongly disagree,sick people,definitely,59,55-59,f,professional degree,small city/town,4,TRUE,no,no,yes
780,1, A moderate amount, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,3,5, A moderate amount,32,67,3,15,somewhat disagree,everyone,probably,29,25-29,f, 4 year degree,small city/town,3,FALSE,no,no,yes
790,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,2,7,A lot,30,60,1,25,strongly disagree,everyone,definitely,23,20-24,f,some college,suburb,4,FALSE,unsure,no,yes
795,1,A little,Nothing at all,0,FALSE,FALSE,FALSE,FALSE,0,7, A moderate amount,0,75,3,3,strongly disagree,sick people,probably,23,20-24,f,some college,small city/town,3,FALSE,no,no,unsure
799,1, A moderate amount,A little,6,FALSE,FALSE,TRUE,FALSE,6,9,A lot,15,65,2,60,somewhat disagree,sick people,probably,19,18-19,m,some college,small city/town,4,TRUE,no,no,yes
800,1,A lot, A moderate amount,8,FALSE,FALSE,FALSE,FALSE,4,6, A moderate amount,30,70,3,27,strongly disagree,everyone,definitely,23,20-24,f,some college,suburb,4,FALSE,unsure,no,yes
804,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,4,5,A lot,72,60,3,50,somewhat disagree,everyone,probably,21,20-24,f,some college,suburb,3,FALSE,no,no,yes
805,1,A lot,A lot,8,FALSE,TRUE,TRUE,FALSE,5,7,A lot,61,70,4,38,strongly disagree,sick people,defintely not,54,50-54,m, 4 year degree,suburb,4,FALSE,no,no,yes
806,1,A lot, A moderate amount,5,FALSE,FALSE,TRUE,FALSE,1,7, A moderate amount,10,75,3,50,strongly disagree,everyone,definitely,22,20-24,m,highschool graduate,small city/town,3,TRUE,no,no,no
810,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,5,5,A lot,45,72,3,19,strongly disagree,everyone,definitely,19,18-19,f,some college,small city/town,4,TRUE,no,no,yes
812,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,9,7,A lot,46,46,5,67,strongly disagree,everyone,probably,21,20-24,f,some college,suburb,3,FALSE,unsure,yes,yes
814,1,A lot,A lot,10,TRUE,TRUE,TRUE,FALSE,5,7,A little,50,100,5,81,strongly disagree,everyone,definitely,20,20-24,f,some college,suburb,5,TRUE,yes,yes,yes
816,1,A lot, A moderate amount,6,FALSE,FALSE,FALSE,FALSE,5,6, A moderate amount,55,51,3,39,strongly disagree,everyone,definitely,18,18-19,f,some college,suburb,4,TRUE,no,no,no
821,1,A lot, A moderate amount,10,FALSE,FALSE,FALSE,FALSE,5,4,A lot,16,72,4,13,strongly disagree,everyone,probably_not,30,30-34,f,some college,suburb,3,FALSE,no,no,yes
824,1, A moderate amount, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,6,9, A moderate amount,6,96,2,57,strongly disagree,sick people,definitely,27,25-29,f,2 year degree,small city/town,4,FALSE,no,no,no
830,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,7,7, A moderate amount,86,95,3,70,strongly disagree,everyone,definitely,21,20-24,f,highschool graduate,small city/town,4,TRUE,no,no,no
831,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,2,6,A lot,60,72,3,46,strongly disagree,everyone,definitely,22,20-24,f,some college,large city,3,FALSE,unsure,no,yes
832,1, A moderate amount, A moderate amount,7,TRUE,FALSE,TRUE,FALSE,6,5, A moderate amount,71,62,3,60,somewhat disagree,everyone,definitely,41,40-44,m,doctorate,suburb,3,TRUE,no,no,yes
833,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,1,4,A little,58,87,3,50,somewhat disagree,everyone,definitely,18,18-19,f,highschool graduate,suburb,4,TRUE,no,no,yes
839,1, A moderate amount, A moderate amount,7,FALSE,TRUE,TRUE,FALSE,2,5, A moderate amount,25,75,3,15,somewhat disagree,everyone,definitely,24,20-24,f,some college,small city/town,3,TRUE,no,yes,yes
842,1, A moderate amount,A little,6,FALSE,FALSE,TRUE,FALSE,2,7,A little,50,100,1,44,strongly disagree,everyone,definitely,20,20-24,f,highschool graduate,small city/town,3,FALSE,unsure,no,yes
845,1, A moderate amount,A little,2,TRUE,FALSE,TRUE,FALSE,1,8,A lot,29,50,3,29,strongly agree,everyone,probably,22,20-24,f, 4 year degree,rural area,4,TRUE,no,no,yes
846,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,TRUE,8,8, A moderate amount,71,50,2,71,strongly disagree,everyone,definitely,54,50-54,f, 4 year degree,suburb,5,TRUE,no,no,yes
847,1, A moderate amount,A little,3,FALSE,FALSE,TRUE,FALSE,4,6, A moderate amount,20,70,2,60,somewhat disagree,everyone,probably,20,20-24,f,2 year degree,small city/town,3,TRUE,no,unsure,yes
849,1,A lot,A lot,7,FALSE,FALSE,FALSE,FALSE,0,3,A lot,10,62,2,81,strongly disagree,everyone,probably,19,18-19,f,some college,suburb,4,Unsure,no,no,yes
850,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,5,7,A lot,10,90,2,50,somewhat disagree,everyone,definitely,19,18-19,f,highschool graduate,suburb,4,FALSE,no,no,yes
851,1,A lot, A moderate amount,9,FALSE,FALSE,TRUE,FALSE,8,7,A lot,35,95,3,55,strongly disagree,everyone,unsure,21,20-24,f,some college,small city/town,3,FALSE,no,no,yes
852,1, A moderate amount, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,4,8,Not at all,70,70,5,23,strongly disagree,everyone,definitely,21,20-24,f,some college,small city/town,3,FALSE,no,unsure,yes
853,1, A moderate amount, A moderate amount,5,TRUE,FALSE,TRUE,FALSE,5,3,A little,100,100,1,60,somewhat disagree,sick people,probably_not,39,35-39,f,professional degree,suburb,5,FALSE,no,no,no
856,1, A moderate amount, A moderate amount,3,TRUE,FALSE,TRUE,FALSE,7,8, A moderate amount,40,70,4,71,somewhat disagree,sick people,probably,18,18-19,m,some college,suburb,4,TRUE,no,no,yes
858,1, A moderate amount, A moderate amount,7,FALSE,FALSE,FALSE,TRUE,7,5, A moderate amount,30,70,3,70,somewhat disagree,everyone,definitely,35,35-39,f, 4 year degree,small city/town,3,TRUE,no,no,yes
860,1,A lot,A lot,7,FALSE,FALSE,TRUE,FALSE,1,5, A moderate amount,92,91,2,9,strongly disagree,everyone,definitely,21,20-24,f, 4 year degree,large city,5,TRUE,yes,no,yes
861,1, A moderate amount, A moderate amount,5,TRUE,TRUE,FALSE,FALSE,5,3, A moderate amount,29,73,2,40,strongly disagree,everyone,probably,22,20-24,f,some college,suburb,4,FALSE,no,no,yes
866,1, A moderate amount, A moderate amount,3,FALSE,FALSE,TRUE,FALSE,5,9,A lot,3,85,2,72,strongly agree,sick people,unsure,24,20-24,m, 4 year degree,small city/town,4,TRUE,no,no,yes
871,1, A moderate amount, A moderate amount,5,TRUE,FALSE,TRUE,FALSE,6,4, A moderate amount,10,55,3,42,somewhat disagree,everyone,definitely,21,20-24,f,2 year degree,small city/town,3,TRUE,no,no,yes
872,1, A moderate amount, A moderate amount,4,TRUE,FALSE,TRUE,FALSE,7,5,A little,69,98,3,51,somewhat disagree,sick people,definitely,18,18-19,f,some college,suburb,3,FALSE,no,no,yes
873,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,1,5,A lot,1,95,2,30,strongly disagree,everyone,probably,23,20-24,f,some college,small city/town,4,TRUE,no,no,no
876,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,10,10,A little,70,90,6,60,strongly disagree,everyone,definitely,19,18-19,f,some college,rural area,3,FALSE,no,yes,yes
878,1, A moderate amount,A little,3,FALSE,FALSE,TRUE,FALSE,7,7, A moderate amount,61,81,3,71,somewhat disagree,everyone,probably,23,20-24,f,some college,small city/town,3,FALSE,no,no,no
879,1,A lot, A moderate amount,5,FALSE,TRUE,TRUE,FALSE,0,6,A lot,61,43,3,8,somewhat disagree,everyone,probably,19,18-19,nb,some college,small city/town,2,FALSE,no,unsure,yes
882,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,FALSE,1,0, A moderate amount,40,90,4,10,strongly disagree,everyone,definitely,18,18-19,f,highschool graduate,small city/town,2,FALSE,no,yes,yes
884,1,A lot,A lot,10,TRUE,TRUE,TRUE,FALSE,10,6, A moderate amount,50,100,5,72,strongly disagree,everyone,unsure,22,20-24,f,some college,suburb,2,TRUE,yes,yes,yes
887,1, A moderate amount, A moderate amount,8,FALSE,FALSE,FALSE,FALSE,3,5, A moderate amount,50,77,3,35,somewhat disagree,everyone,probably,18,18-19,f, 4 year degree,large city,2,TRUE,unsure,no,no
